name;supplier;category;subcategory;reference;oem_reference;part_brand;price;quantity;delivery_time;vehicle_make;vehicle_model;year_start;year_end;engine;engine_number;viscosity;engine_type;volume_liters;specification;interval_km;description;synonyms;image_url;active
Spark Plug Toyota 90919-01210;Via Peças;part;Engine;90919-01210;;;4500.0;1;Today;Toyota;Corolla/Yaris;;;Various;;;;;;;SK20PR-L11;vela de ignição, spark plug;;yes
Spark Plug Toyota 90919-01253;Via Peças;part;Engine;90919-01253;;;4500.0;1;Today;Toyota;Corolla/Land Cruiser;;;Various;;;;;;;SC20HR11;vela de ignição, spark plug;;yes
Front Shock Absorber Chevrolet 95967285;Via Peças;part;Suspension;95967285;;;20200.0;1;Today;Chevrolet;Spark;2010;2015.0;1.0/1.2;;;;;;;Suspension;amortecedor dianteiro, front shock absorber;;yes
Front Shock Absorber Chevrolet 95967294;Via Peças;part;Suspension;95967294;;;23500.0;1;Today;Chevrolet;Spark;2010;2015.0;1.0/1.2;;;;;;;Suspension;amortecedor dianteiro, front shock absorber;;yes
Rear Shock Absorber Chevrolet 96586885;Via Peças;part;Suspension;96586885;;;48500.0;1;Today;Chevrolet;Aveo/Cruze;;;Various;;;;;;;Ecotec Engine;amortecedor traseiro, rear shock absober;;yes
Filter of Cabin Hyundai/Kia 97133-2K000;Via Peças;part;Filtration;97133-2K000;;;6800.0;1;Today;Hyundai/Kia;Soul/Tucson;2008;2015.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai/Kia 97133-3SAA0;Via Peças;part;Filtration;97133-3SAA0;;;6800.0;1;Today;Hyundai/Kia;Sonata/Optima;2011;2015.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai 97133-C1000;Via Peças;part;Filtration;97133-C1000;;;7800.0;1;Today;Hyundai;Sonata (LF);2015;2019.0;2.0/2.4;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai 97133-C2000;Via Peças;part;Filtration;97133-C2000;;;7000.0;1;Today;Hyundai;Sonata;2016;2020.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Kia 97133-C5000;Via Peças;part;Filtration;97133-C5000;;;7000.0;1;Today;Kia;Sorento (UM);2015;2020.0;2.2/2.4;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai/Kia 97133-D3000;Via Peças;part;Filtration;97133-D3000;;;7800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2015;2021.0;1.6/2.0;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Kia 97133-D4000;Via Peças;part;Filtration;97133-D4000;;;7000.0;1;Today;Kia;Optima (JF);2016;2020.0;2.0;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai 97133-F2000;Via Peças;part;Filtration;97133-F2000;;;7000.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;1.6/2.0;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Hyundai 97133-L1000;Via Peças;part;Filtration;97133-L1000;;;7000.0;1;Today;Hyundai;Sonata/Santa Fe;2019;2023.0;2.5;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Condenser A/C Hyundai 97606-0X000;Via Peças;part;Mechanical;97606-0X000;;;58800.0;1;Today;Hyundai;i10;2008;2013.0;1.1;;;;;;;Cooling System;condensador a/c, a/c condenser;;yes
Condenser A/C Hyundai 97606-1R000;Via Peças;part;Mechanical;97606-1R000;;;65800.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Cooling System;condensador a/c, a/c condenser;;yes
Condenser A/C Kia 97606-1Y000;Via Peças;part;Mechanical;97606-1Y000;;;54800.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Cooling System;condensador a/c, a/c condenser;;yes
Condenser A/C Kia 97606-2P500;Via Peças;part;Mechanical;97606-2P500;;;78500.0;1;Today;Kia;Sorento;2009;2014.0;2.2/2.4;;;;;;;Cooling System;condensador a/c, a/c condenser;;yes
Condenser A/C Hyundai 97606-2W500;Via Peças;part;Mechanical;97606-2W500;;;69800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Cooling System;condensador a/c, a/c condenser;;yes
Valve Expansion A/C Hyundai 97617-1C000;Via Peças;part;Mechanical;97617-1C000;;;7500.0;1;Today;Hyundai;Getz;2002;2009.0;Various;;;;;;;A/C System;válvula expansão a/c, a/c expansion valve;;yes
Valve Expansion A/C Hyundai 97617-4H000;Via Peças;part;Mechanical;97617-4H000;;;7500.0;1;Today;Hyundai;H1 Starex;2008;2020.0;2.5;;;;;;;A/C System;válvula expansão a/c, a/c expansion valve;;yes
Belt of the Compressor Hyundai/Kia 97713-1E000;Via Peças;part;Mechanical;97713-1E000;;;24500.0;1;Today;Hyundai/Kia;Accent/Rio;2005;2011.0;Various;;;;;;;4PK845;correia do compressor, a/c belt;;yes
Belt Trapezoidal Toyota 99332-11265/;Via Peças;part;Mechanical;99332-11265/;;;42000.0;1;Today;Toyota;Hilux/Hiace;;;Various;;;;;;;Toothed Belt;correia trapezoidal, v-belt;;yes
Fuel Filter Ford AB39-9176-AC;Via Peças;part;Filtration;AB39-9176-AC;;;7500.0;1;Today;Ford;Ranger (T6);2012;2022.0;2.2/3.2 TDCI;;;;;;;Diesel;filtro de combustível, fuel filter;;yes
Air Filter Blue Print ADK82248;Via Peças;part;Filtration;ADK82248;;;7500.0;1;Today;Blue Print;Suzuki;1.0;;Alto/Celerio;;;;;;;2009-2015;filtro de ar, air filter;;yes
Filter of Cabin Blue Print ADM52529;Via Peças;part;Filtration;ADM52529;;;7800.0;1;Today;Blue Print;Mazda;2.5;;BT-50;;;;;;;2006-2012;filtro de habitáculo, cabin air filter;;yes
Front Brake Pads Blue Print ADM54286;Via Peças;part;Brakes;ADM54286;;;27500.0;1;Today;Blue Print;Mazda;Various;;BT-50;;;;;;;2012-2020;pastilhas travão diant, front brake pads;;yes
Oil Filter Blue Print ADN12125;Via Peças;lubricant;Filtration;ADN12125;;;4000.0;1;Today;Blue Print;Nissan;Various;;Patrol/Navara;;15W40;Universal;1.0;;;;filtro de óleo, oil filter;;yes
Filter of Cabin Blue Print ADN12517;Via Peças;part;Filtration;ADN12517;;;6800.0;1;Today;Blue Print;Nissan;Various;;Qashqai/X-Trail;;;;;;;2014-2021;filtro de habitáculo, cabin air filter;;yes
Connector Steering Blue Print ADN13906;Via Peças;part;Steering;ADN13906;;;35200.0;1;Today;Blue Print;Nissan;;;Various;;;;;;;;conector direção, steering part;;yes
Oil Filter Blue Print ADT322100;Via Peças;lubricant;Filtration;ADT322100;;;7500.0;1;Today;Blue Print;Toyota;Various;;Hilux/Land Cruiser;;15W40;Universal;1.0;;;;filtro de óleo, oil filter;;yes
Lubricant/Brand AMG AMG;Via Peças;lubricant;Engine Oil;AMG;;;9800.0;1;Today;AMG;Various;;;;;15W40;Universal;1.0;;;Oil Brand;lubrificante/marca, lubricant brand;;yes
Lubricant/Brand Venol VENOL S;Via Peças;lubricant;Engine Oil;VENOL S;;;9800.0;1;Today;Venol;Various;;;;;15W40;Universal;1.0;;;Oil Brand (Synthetic);lubrificante/marca, lubricant brand;;yes
Fuel Filter Baldwin/Mercedes BF7972/A6420;Via Peças;part;Filtration;BF7972/A6420;;;38700.0;1;Today;Baldwin/Mercedes;Various;;;V6 CDI;;;;;;;Cross Reference;filtro de combustível, fuel filter;;yes
Battery/Brand Blackstorm BLACKSTORM;Via Peças;part;Mechanical;BLACKSTORM;;;75000.0;1;Today;Blackstorm;Various;;;;;;;;;;Energy Accumulator;bateria/marca, battery brand;;yes
Filter of Cabin Blackstorm BLK045149;Via Peças;part;Filtration;BLK045149;;;12500.0;1;Today;Blackstorm;Various;;;;;;;;;;Aftermarket;filtro de habitáculo, cabin air filter;;yes
silicone red Ashika C-952;Via Peças;part;Mechanical;C-952;;;6500.0;1;Today;Ashika;Suzuki/Maruti;;;Various;;;;;;;Japanese Reference;silicone vermelho, oil filter;;yes
Silicone Blue Ashika C-953;Via Peças;part;Mechanical;C-953;;;6500.0;1;Today;Ashika;Toyota;;;Various;;;;;;;Japanese Reference;silicone azul, oil filter;;yes
Arm Suspension (L) CTR CQKH-92L;Via Peças;part;Suspension;CQKH-92L;;;63500.0;1;Today;CTR;Hyundai/Kia;;;Various;;;;;;;Left (Aftermarket);braço suspensão (e), control arm (l);;yes
Arm Suspension (R) CTR CQKH-92R;Via Peças;part;Suspension;CQKH-92R;;;63500.0;1;Today;CTR;Hyundai/Kia;;;Various;;;;;;;Right (Aftermarket);braço suspensão (d), control arm (r);;yes
Front Brake Pads FMSI D1877-9105;Via Peças;part;Brakes;D1877-9105;;;80000.0;1;Today;FMSI;Hyundai;;;Various;;;;;;;Global Reference;pastilhas travão diant, front brake pads;;yes
Front Brake Pads FMSI D1886-9114;Via Peças;part;Brakes;D1886-9114;;;106000.0;1;Today;FMSI;Kia;;;Various;;;;;;;Global Reference;pastilhas travão diant, front brake pads;;yes
Brake Disc Aftermarket DD060-56G26;Via Peças;part;Brakes;DD060-56G26;;;39800.0;1;Today;Aftermarket;Suzuki;Various;;Vitara;;;;;;;;disco de travão, brake disc;;yes
Spark Plug of Glow NGK DG-611;Via Peças;part;Engine;DG-611;;;25000.0;1;Today;NGK;Toyota;1KD/2KD;;Hilux;;;;;;;2005-2015;vela de incandescência, glow plug;;yes
Brake Disc Ashika DI-323;Via Peças;part;Brakes;DI-323;;;65000.0;1;Today;Ashika;Mazda;Various;;BT-50;;;;;;;;disco de travão, brake disc;;yes
Oil Filter Ashika DO-710;Via Peças;lubricant;Filtration;DO-710;;;5000.0;1;Today;Ashika;Hyundai/Kia;;;Various;;15W40;Universal;1.0;;;Japanese Reference;filtro de óleo, oil filter;;yes
Ball Joint Aftermarket DS-003;Via Peças;part;Mechanical;DS-003;;;140000.0;1;Today;Aftermarket;Various;;;;;;;;;;Commercial Series;rotula, shock absorber;;yes
Ball Joint Aftermarket DS-004;Via Peças;part;Mechanical;DS-004;;;145000.0;1;Today;Aftermarket;Various;;;;;;;;;;Commercial Series;rotula, shock absorber;;yes
Ball Joint Aftermarket DS-005;Via Peças;part;Mechanical;DS-005;;;125000.0;1;Today;Aftermarket;Various;;;;;;;;;;Commercial Series;rotula, shock absorber;;yes
Kit Timing Aftermarket DTK9032;Via Peças;part;Mechanical;DTK9032;;;175000.0;1;Today;Aftermarket;Toyota;5L;;Hilux;;;;;;;;kit distribuição, timing tool/kit;;yes
Filter of Cabin Aftermarket E710;Via Peças;part;Filtration;E710;;;14500.0;1;Today;Aftermarket;Various;;;;;;;;;;Cross Reference;filtro de habitáculo, cabin air filter;;yes
Front Brake Pads Aftermarket ESD7052;Via Peças;part;Brakes;ESD7052;;;27500.0;1;Today;Aftermarket;Various;;;;;;;;;;Commercial Series;pastilhas travão diant, shock absorber;;yes
Air Filter Chery F08-1109111H;Via Peças;part;Filtration;F08-1109111H;;;10500.0;1;Today;Chery;QQ/Face;2010;2015.0;1.1;;;;;;;Acteco Engine;filtro de ar, air filter;;yes
Filter of Cabin Chery F18-8107041;Via Peças;part;Filtration;F18-8107041;;;8500.0;1;Today;Chery;Tiggo;2009;2016.0;2.0;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Brake Pads Aftermarket FBP-1817;Via Peças;part;Brakes;FBP-1817;;;35800.0;1;Today;AftermarkeDt;Various;;;;;;;;;;Front Axle;pastilhas de travão, brake pads;;yes
Oil Filter Motorcraft/Ford FL-820S;Via Peças;lubricant;Filtration;FL-820S;;;7000.0;1;Today;Motorcraft/Ford;F-150/Mustang;;;V8;;15W40;Universal;1.0;;;Original Ford;filtro de óleo, oil filter;;yes
Limpeza of Engine Universal FLUSH;Via Peças;part;Engine;FLUSH;;;9000.0;1;Today;Universal;Various;;;;;;;;;;Cleaning Additive;limpeza de motor, engine flush;;yes
Brake Bands Aftermarket GF-311AF;Via Peças;part;Brakes;GF-311AF;;;48500.0;1;Today;Aftermarket;Various;;;;;;;;;;Diesel/Petrol;cintas de travão, fuel filter;;yes
Lubricating Grease Universal GREASE.;Via Peças;lubricant;Engine Oil;GREASE.;;;9800.0;1;Today;Universal;Various;;;;;15W40;Universal;1.0;;;Multi-purpose;massa lubrificante, chassis grease;;yes
U-Joint of Driveshaft GMB/Toyota GUT-20;Via Peças;part;Mechanical;GUT-20;;;27800.0;1;Today;GMB/Toyota;Hilux;;;Various;;;;;;;Transmission;cruzeta de cardan, universal joint;;yes
Control Arm Aftermarket HY-8-007;Via Peças;part;Suspension;HY-8-007;;;168500.0;1;Today;Aftermarket;Hyundai;;;Various;;;;;;;Suspension;braço de suspensão, control arm;;yes
Control Arm Aftermarket HY-8-008;Via Peças;part;Suspension;HY-8-008;;;145600.0;1;Today;Aftermarket;Hyundai;;;Various;;;;;;;Suspension;braço de suspensão, control arm;;yes
Wheel Hub Aftermarket IJ111003;Via Peças;part;Mechanical;IJ111003;;;38400.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Front Axle;cubo de roda, wheel hub;;yes
Wheel Hub Aftermarket IJ111010;Via Peças;part;Mechanical;IJ111010;;;38800.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Front Axle;cubo de roda, wheel hub;;yes
Wheel Hub Rear Aftermarket IJ211001;Via Peças;part;Mechanical;IJ211001;;;38800.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Rear Axle;cubo de roda tras, rear wheel hub;;yes
Shock Absorber Aftermarket J5522018G;Via Peças;part;Suspension;J5522018G;;;57800.0;1;Today;Aftermarket;Various;;;;;;;;;;Suspension;amortecedor, shock absorber;;yes
Ball Joint Aftermarket KA-04;Via Peças;part;Mechanical;KA-04;;;27500.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;rôtula, rôtula;;yes
Ball Joint Aftermarket KA-07;Via Peças;part;Mechanical;KA-07;;;315000.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;rôtula, rôtula;;yes
Kit of Timing Aftermarket KAUT29296;Via Peças;part;Mechanical;KAUT29296;;;;1;Today;Aftermarket;Various;;;;;;;;;;Belt and Tensioners;kit de distribuição, timing kit;;yes
Kit of Bearings Aftermarket KBS9922;Via Peças;part;Mechanical;KBS9922;;;;1;Today;Aftermarket;Various;;;;;;;;;;Wheel;kit de rolamentos, bearing kit;;yes
Rear Shock Absorber KYB KYB343287;Via Peças;part;Suspension;KYB343287;;;48000.0;1;Today;KYB;Toyota;2005;2015.0;Hilux;;;;;;;Excel-G Series;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber KYB KYB343408;Via Peças;part;Suspension;KYB343408;;;45800.0;1;Today;KYB;Mitsubishi;2005;2015.0;L200 Triton;;;;;;;Excel-G Series;amortecedor traseiro, rear shock absorber;;yes
Rear Shock Absorber KYB KYB349243;Via Peças;part;Suspension;KYB349243;;;39800.0;1;Today;KYB;Hyundai;2006;2012.0;Santa Fe;;;;;;;Excel-G Series;amortecedor traseiro, rear shock absorber;;yes
Oil Filter Universal L061;Via Peças;lubricant;Engine Oil;L061;;;;1;Today;Universal;Various;;;;;15W40;Universal;1.0;;;;filto de óleo, universal ;;yes
Covers of Connecting Rod Aftermarket M121H-STD;Via Peças;part;Mechanical;M121H-STD;;;75800.0;1;Today;Aftermarket;Mitsubishi;;;4D56;;;;;;;Standard Size;capas de biela, conrod bearings;;yes
Main Bearing Set Aftermarket M736A-STD;Via Peças;part;Mechanical;M736A-STD;;;38500.0;1;Today;Aftermarket;Mitsubishi;;;4D56;;;;;;;Standard Size;capas de apoio, main bearings;;yes
Oil Filter Mitsubishi MD069782;Via Peças;lubricant;Filtration;MD069782;;;7500.0;1;Today;Mitsubishi;L200/L300;;;4D56;;15W40;Universal;1.0;;;;filtro de óleo, oil filter;;yes
Oil Filter Mitsubishi ME017242;Via Peças;lubricant;Filtration;ME017242;;;9800.0;1;Today;Mitsubishi;Canter/Fuso;;;4D33/4D34;;15W40;Universal;1.0;;;Truck;filtro de óleo, oil filter;;yes
Brake Pads Mitsubishi MK528681;Via Peças;part;Brakes;MK528681;;;85000.0;1;Today;Mitsubishi;Canter;;;Various;;;;;;;Front Axle;pastilhas de travão, brake pads;;yes
Arm Suspension Rear Mitsubishi MN102276;Via Peças;part;Suspension;MN102276;;;62000.0;1;Today;Mitsubishi;Lancer;2003;2007.0;Various;;;;;;;Suspension;braço suspensão tras, rear control arm;;yes
Brake Bands Mitsubishi MN150861;Via Peças;part;Brakes;MN150861;;;38800.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;2.5/3.2;;;;;;;Original;cintas de travão, brake;;yes
Brake Pads Mitsubishi MR407422;Via Peças;part;Brakes;MR407422;;;35700.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;Various;;;;;;;Lower;calços de travão, brake pads;;yes
Brake Pads Mitsubishi MR510544;Via Peças;part;Brakes;MR510544;;;28500.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;Various;;;;;;;Braking;calços de travão, brake pads;;yes
Fuel Filter Mitsubishi MR529135;Via Peças;part;Filtration;MR529135;;;17500.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;Various;;;;;;;Original;filtro de combustível, nan;;yes
Filter of R Mitsubishi MR571476;Via Peças;part;Filtration;MR571476;;;8000.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;Various;;;;;;;Front Axle;filtro de r, air filter;;yes
Shock Absorber Rear Mitsubishi MR992631;Via Peças;part;Suspension;MR992631;;;38900.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;2.5/3.2;;;;;;;Diesel;amortecedor trás, nan;;yes
Bearing De Clutch Toyota NP-58SCRN37P;Via Peças;part;Mechanical;NP-58SCRN37P;;;2980.0;1;Today;Toyota;hilux;3.0 CRD;;Grand Cherokee;;;;;;;;rolamento de embreagem, rolamento;;yes
Air Filter Ford Ranger R1107;Via Peças;part;Filtration;R1107;;;9800.0;1;Today;Ford Ranger;Various;;;;;;;;;;Braking;filtro de ar, air filter;;yes
Cylinder Master Aftermarket RCP11003;Via Peças;part;Mechanical;RCP11003;;;;1;Today;Aftermarket;Various;;;;;;;;;;Brake/Clutch;cilindro mestre, master cylinder;;yes
Oil of the engine SAS SAS100216;Via Peças;lubricant;Engine Oil;SAS100216;;;40000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Aftermarket;óleo do motor,  ;;yes
Oil of the engine SAS SAS100222;Via Peças;lubricant;Engine Oil;SAS100222;;;40000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Aftermarket;óleo do motor,  ;;yes
Oil of the engine SAS SAS105628;Via Peças;lubricant;Engine Oil;SAS105628;;;7000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Aftermarket;óleo do motor,  ;;yes
Brake Disc Aftermarket SD1005;Via Peças;part;Brakes;SD1005;;;38800.0;1;Today;Aftermarket;Various;;;;;;;;;;Front Axle;disco de travão, brake disc;;yes
Brake Pads Hi-Q (Sangsin) SP1107-FA;Via Peças;part;Brakes;SP1107-FA;;;25800.0;1;Today;Hi-Q (Sangsin);Hyundai;;;Various;;;;;;;Front;pastilhas de travão, brake pads;;yes
Brake Pads Hi-Q (Sangsin) SP1377;Via Peças;part;Brakes;SP1377;;;23500.0;1;Today;Hi-Q (Sangsin);Hyundai;2013;2018.0;Santa Fe;;;;;;;Front;pastilhas de travão, brake pads;;yes
Brake Pads Hi-Q (Sangsin) SP1392;Via Peças;part;Brakes;SP1392;;;24500.0;1;Today;Hi-Q (Sangsin);Kia;2009;2014.0;Sorento;;;;;;;Rear;pastilhas de travão, brake pads;;yes
Oil of the engine SAS SAS100228;Via Peças;lubricant;Engine Oil;SAS100228;;;40000.0;1;Today;SAS;Hyundai/Kia;;;Various;;15W40;Universal;1.0;;;Aftermarket;óleo do motor,  ;;yes
Oil of the engine SAS SAS100265;Via Peças;lubricant;Engine Oil;SAS100265;;;6000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS100266;Via Peças;lubricant;Engine Oil;SAS100266;;;7800.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS100568;Via Peças;lubricant;Engine Oil;SAS100568;;;900.0;1;Today;SAS;Toyota;Various;;Hilux;;15W40;Universal;1.0;;;Steering;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS100743;Via Peças;lubricant;Engine Oil;SAS100743;;;42000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS100868;Via Peças;lubricant;Engine Oil;SAS100868;;;9000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Steering;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS105024;Via Peças;lubricant;Engine Oil;SAS105024;;;9000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Steering;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS105628;Via Peças;lubricant;Engine Oil;SAS105628;;;7000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Steering;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS105706;Via Peças;lubricant;Engine Oil;SAS105706;;;7000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS105927;Via Peças;lubricant;Engine Oil;SAS105927;;;9000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Oil of the engine SAS SAS106941;Via Peças;lubricant;Engine Oil;SAS106941;;;40000.0;1;Today;SAS;Various;;;;;15W40;Universal;1.0;;;Suspension;óleo do motor, óleo do motor;;yes
Brake Disc Aftermarket SD1005;Via Peças;part;Brakes;SD1005;;;38800.0;1;Today;Aftermarket;Various;;;;;;;;;;Front;disco de travão, brake disc;;yes
Brake Disc Aftermarket SD1070;Via Peças;part;Brakes;SD1070;;;42500.0;1;Today;Aftermarket;Various;;;;;;;;;;Front;disco de travão, brake disc;;yes
Brake Disc Aftermarket SD4635;Via Peças;part;Brakes;SD4635;;;29800.0;1;Today;Aftermarket;Various;;;;;;;;;;Rear;disco de travão, brake disc;;yes
Oil Filter Aftermarket SH755;Via Peças;lubricant;Filtration;SH755;;;3700.0;1;Today;Aftermarket;Various;;;;;15W40;Universal;1.0;;;Cross Reference;filtro de óleo, oil filter;;yes
Front Brake Pads Hi-Q SP1107-FA;Via Peças;part;Brakes;SP1107-FA;;;25800.0;1;Today;Hi-Q;Hyundai;Various;;Sonata/Azera;;;;;;;Ceramic/Semi-metallic;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hi-Q SP1377;Via Peças;part;Brakes;SP1377;;;235000.0;1;Today;Hi-Q;Hyundai;2013;2018.0;Santa Fe;;;;;;;High Performance;pastilhas travão diant, front brake pads;;yes
Brake Pads Rear Hi-Q SP1392;Via Peças;part;Brakes;SP1392;;;24500.0;1;Today;Hi-Q;Kia;2009;2014.0;Sorento;;;;;;;Rear Axle;pastilhas travão tras, rear brake pads;;yes
Air Filter Chery F08-1109111H;Via Peças;part;Filtration;F08-1109111H;;;10500.0;1;Today;Chery;QQ/Face;2010;2015.0;1.1;;;;;;;Acteco Engine;filtro de ar, air filter;;yes
Cabin Filter Chery F18-8107041;Via Peças;part;Filtration;F18-8107041;;;10500.0;1;Today;Chery;Tiggo;2009;2016.0;2.0;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Brake Pads Aftermarket FBP-1817;Via Peças;part;Brakes;FBP-1817;;;35800.0;1;Today;Aftermarket;Various;;;;;;;;;;Braking;pastilhas travão, brake pads;;yes
Oil Filter Motorcraft FL-820S;Via Peças;lubricant;Filtration;FL-820S;;;;1;Today;Motorcraft;Ford;V8;;F-150/Mustang;;15W40;Universal;1.0;;;Original Ford;filtro de óleo, oil filter;;yes
Limpeza of Engine Universal FLUSH;Via Peças;part;Engine;FLUSH;;;9000.0;1;Today;Universal;Various;;;;;;;;;;Aditivo 300ml;limpeza de motor, engine flush;;yes
Filter Fuel Aftermarket GF-311AF;Via Peças;part;Filtration;GF-311AF;;;;1;Today;Aftermarket;Various;;;;;;;;;;Diesel/Petrol;filtro combustível, fuel filter;;yes
Lubricating Grease Universal GREASE.;Via Peças;lubricant;Engine Oil;GREASE.;;;9800.0;1;Today;Universal;Various;;;;;15W40;Universal;1.0;;;Multi-purpose;massa lubrificante, grease;;yes
U-Joint of Driveshaft GMB GUT-20;Via Peças;part;Mechanical;GUT-20;;;2780.0;1;Today;GMB;Toyota;Various;;Hilux;;;;;;;Transmission;cruzeta de cardan, universal joint;;yes
Oil Filter Aftermarket J0-202;Via Peças;lubricant;Filtration;J0-202;;;278000.0;1;Today;Aftermarket;Various;;;;;15W40;Universal;1.0;;;Cross Reference;filtro de óleo, oil filter;;yes
Arm Suspension Aftermarket HY-8-007;Via Peças;part;Suspension;HY-8-007;;;168500.0;1;Today;Aftermarket;Hyundai;;;Various;;;;;;;Suspension;braço suspensão, control arm;;yes
Arm Suspension Aftermarket HY-8-008;Via Peças;part;Suspension;HY-8-008;;;1456000.0;1;Today;Aftermarket;Hyundai;;;Various;;;;;;;Suspension;braço suspensão, control arm;;yes
Arm Suspension Aftermarket HY-8-035;Via Peças;part;Suspension;HY-8-035;;;175000.0;1;Today;Aftermarket;Hyundai;;;Various;;;;;;;Suspension;braço suspensão, control arm;;yes
Wheel Hub Aftermarket IJ111003;Via Peças;part;Mechanical;IJ111003;;;38400.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Front;cubo de roda, wheel hub;;yes
Wheel Hub Aftermarket IJ111010;Via Peças;part;Mechanical;IJ111010;;;38800.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Front;cubo de roda, wheel hub;;yes
Wheel Hub Rear Aftermarket IJ211001;Via Peças;part;Mechanical;IJ211001;;;39800.0;1;Today;Aftermarket;Hyundai/Kia;;;Various;;;;;;;Rear;cubo de roda tras, rear wheel hub;;yes
Wheel Bearing Aftermarket IJ710010;Via Peças;part;Mechanical;IJ710010;;;32500.0;1;Today;Aftermarket;Various;;;;;;;;;;Bearing;rolamento roda, wheel bearing;;yes
Shock Absorber Aftermarket J5522018G;Via Peças;part;Suspension;J5522018G;;;57800.0;1;Today;Aftermarket;Various;;;;;;;;;;Suspension;amortecedor, shock absorber;;yes
Shock Absorber Aftermarket JAPMM-80022;Via Peças;part;Suspension;JAPMM-80022;;;39800.0;1;Today;Aftermarket;Various;;;;;;;;;;Suspension;amortecedor, shock absorber;;yes
Air Filter Aftermarket KA-04;Via Peças;part;Filtration;KA-04;;;27500.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Aftermarket KA-07;Via Peças;part;Filtration;KA-07;;;31500.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Aftermarket KA-11;Via Peças;part;Filtration;KA-11;;;29500.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;filtro de ar, air filter;;yes
Air Filter Aftermarket KA-2-07;Via Peças;part;Filtration;KA-2-07;;;24500.0;1;Today;Aftermarket;Kia;;;Various;;;;;;;Intake;filtro de ar, air filter;;yes
